"Number","ProgramID","PartType","Quantity"
"F2GB-R282A08-AA","0040","STAMPING","0"
"F2GB-5C251-AA","0040","STAMPING","0"
"F2GB-R10127-AA","0040","STAMPING","0"
"F2GB-R101B51-AA","0040","PIA","0"
"F2GB-R101D07-AA","0040","PIA","0"
"F2GB-R103C03-AA","0040","PIA","0"
"F2GB-R282A09-AA","0040","STAMPING","0"
"C2754","0040","COIL","0"
"C2760","0040","COIL","0"
"C2762","0040","COIL","0"
"C2772","0040","COIL","0"
"C2738","0040","COIL","0"
"C2788","0040","COIL","0"
"C2740","0040","COIL","0"
"C2742","0040","COIL","0"
"C2758","0040","COIL","0"
"C2746","0040","COIL","0"
"C2752","0040","COIL","0"
"W715955-S900","DEF","PIA","0"
"95366521.004999","2014","ASSEMBLY","0"
"95366524.004999","2014","ASSEMBLY","0"
"FR3B-63016B92-AB","0029","PIA","0"
"W520772-S300","0039","PIA","0"
"IPS-5980-AB","0039","PIA","0"
"IPS-F10144-AA","0039","STAMPING","0"
"IPS-F10145-AA","0039","STAMPING","0"
"IPS-F102B90-AB","0039","PIA","0"
"IPS-F102B91-AB","0039","PIA","0"
"B2783","0040","BLANK","0"
"C2722","0040","COIL","0"
"C2128B","0033","COIL","0"
"F2GB-R10126-AB","0040","STAMPING","0"
"F2GB-R10584-AB","0040","STAMPING","0"
"F2GB-R10982-AB","0040","STAMPING","0"
"F2GB-R10983-AB","0040","STAMPING","0"
"C2842","7100","COIL","0"
"OFL733","7100","BLANK","0"
"OFL734","7100","BLANK","0"
"68149167AB-A","1019","STAMPING","0"
"BB53-7810290-30AA","0033","STAMPING","0"
"BB53-7810291-30AA","0033","STAMPING","0"
"60631-TV9X-A000-H1","6002","STAMPING","0"
"60632-TV9X-A000-H1","6002","STAMPING","0"
"60633-TV9X-A000-H1","6002","STAMPING","0"
"60634-TV9X-A000-H1","6002","STAMPING","0"
"C2844","6002","COIL","0"
"C2846","6002","COIL","0"
"C2848","6002","COIL","0"
"C2850","6002","COIL","0"
"F2GB-R17B591-LA","0042","STAMPING","0"
"FA1B-R02668-AA","0042","STAMPING","0"
"FA1B-R02669-AA","0042","STAMPING","0"
"C1980C","0031","COIL","0"
"IMC PALLET","DEF","PIA","0"
"95366520.003999","2014","STAMPING","0"
"95366521.005999","2014","ASSEMBLY","0"
"95366523.003999","2014","STAMPING","0"
"95366524.005999","2014","ASSEMBLY","0"
"RAILLH","0040","RACK","0"
"RAILRH","0040","RACK","0"
"95394972.002999","2014","ASSEMBLY","0"
"95394973.002999","2014","ASSEMBLY","0"
"95394974.002999","2014","PIA","0"
"95394975.002999","2014","PIA","0"
"IMC110","DEF","PIA","0"
"FR3B-63017B56","","KARMAX","0"
"0SS01222","1032","RACK","0"
"0SS01223","1032","RACK","0"
"C1110C","0013","COIL","0"
"C2332A","2006","COIL","0"
"F2GB-R10144-AB","0040","PIA","0"
"F2GB-R10145-AB","0040","PIA","0"
"B2783-TRL2","0040","BLANK","0"
"W520772-S300XC","0039","PIA","0"
"55395548AF-A","1023","STAMPING","0"
"55395549AF-A","1023","STAMPING","0"
"55395670AG-A","1023","STAMPING","0"
"55395671AG-A","1023","STAMPING","0"
"B1614F-C","2008","BLANK","0"
"C1614F","2005","COIL","0"
"C2796","0029","COIL","0"
"C2798","0029","COIL","0"
"C2832","0029","COIL","0"
"C2834","0029","COIL","0"
"KM500","DEF","RACK","0"
"95394977","2014","ASSEMBLY","0"
"95366521.006999","2014","ASSEMBLY","0"
"95366522.005999","2014","PIA","0"
"95366524.006999","2014","ASSEMBLY","0"
"95366525.005999","2014","PIA","0"
"C2814","0042","COIL","0"
"0BR00271","1027","RACK","0"
"CS120L","0029","RACK","0"
"CS120R","0029","RACK","0"
"CS317L","0040","RACK","0"
"CS317R","0040","RACK","0"
"IMC030","DEF","PIA","0"
"CS226","0040","RACK","0"
"CS606L","0040","RACK","0"
"CS606R","0040","RACK","0"
"CS910L","0040","RACK","0"
"CS910R","0040","RACK","0"
"C2414A","6002","COIL","0"
"F2GB-R10530-AB","0040","PIA","0"
"60631-TV9X-A000","6002","STAMPING","0"
"60632-TV9X-A000","6002","STAMPING","0"
"60633-TV9X-A000","6002","STAMPING","0"
"60634-TV9X-A000","6002","STAMPING","0"
"W717825-S437","DEF","PIA","0"
"68254106AA-A","1030","PIA","0"
"68254107AA-A","1030","PIA","0"
"68254136AA-A","1030","PIA","0"
"0CS94604","1030","RACK","0"
"0CS94605","1030","RACK","0"
"0CS94602","1030","RACK","0"
"0CS94603","1030","RACK","0"
"95353809.00299","2014","STAMPING","0"
"95353809.002999","2014","STAMPING","0"
"95353810.002999","2014","STAMPING","0"
"FT4B-R03430-AB","0040","PIA","0"
"FT4B-R03431-AB","0040","PIA","0"
"FT4B-R41232-AA","0040","PIA","0"
"FT4B-R41233-AA","0040","PIA","0"
"CS72","0040","RACK","0"
"CS236","0040","RACK","0"
"C2804","0042","COIL","0"
"FA1B-R513D04-AB","0042","STAMPING","0"
"FA1B-R513D05-AB","0042","STAMPING","0"
"C2820","0042","COIL","0"
"C2820A","0042","COIL","0"
"CS110","0040","RACK","0"
"C2816","0042","COIL","0"
"F2GB-R020B72-LA","0042","STAMPING","0"
"CJ54-S41836-AA","0040","PIA","0"
"66721-TV9 A000","6002","STAMPING","0"
"IPS-66721-TV9","6002","STAMPING","0"
"IPS-66521-TV9","6002","STAMPING","0"
"10670620","8500","PIA","0"
"10671641","8500","PIA","0"
"60632-TV9 -A000","6002","STAMPING","0"
"60633-TV9 -A000","6002","STAMPING","0"
"60633-TV9X -A000","6002","STAMPING","0"
"60634-TV9 -A000","6002","STAMPING","0"
"IMC030 VCI BAG","DEF","PIA","0"
"IMC060 VCI BAG","DEF","PIA","0"
"68067317AD-A","1030","PIA","0"
"FA1B-R026A82-AA","0042","PIA","0"
"FA1B-R41232-AB","0042","PIA","0"
"FA1B-R451A16-AA","0042","PIA","0"
"FA1B-R41233-AB","0042","PIA","0"
"FT4B-R27970-AA","0040","STAMPING","0"
"FT4B-R27971-AA","0040","STAMPING","0"
"IPS-R10806-AB","0040","STAMPING","0"
"IPS-R10807-AB","0040","STAMPING","0"
"AHB70201","DEF","RACK","0"
"MODULE","7100","RACK","0"
"C1754A","1023","COIL","0"
"RWA","8501","PIA","0"
"R82","8501","PIA","0"
"B2794","1030","BLANK","0"
"B2795","1030","BLANK","0"
"MUSTANG","DEF","RACK","0"
"B2792","1030","BLANK","0"
"B2793","1030","BLANK","0"
"IMC110 VCI BAG","DEF","PIA","0"
"C1316D-TRL1","0028","COIL","0"
"C1432-TRL2","0028","COIL","0"
"B1314B-ETRL1","0028","BLANK","0"
"B1316D-BTRL1","0028","BLANK","0"
"C1314B-TRL1","0028","COIL","0"
"DG93-F106A58-AB","0039","PIA","0"
"238221","1028","STAMPING","0"
"238222","1028","STAMPING","0"
"C2698","1030","COIL","0"
"283306-AA","1028","STAMPING","0"
"5F93-74605A40-AC","0033","PIA","0"
"5F93-74605A41-AC","0033","PIA","0"
"C2724","0029","COIL","0"
"60632-TV9 -A500","6002","STAMPING","0"
"60631-TV9 -A500","6002","STAMPING","0"
"60633-TV9 -A500","6002","STAMPING","0"
"60634-TV9 -A500","6002","STAMPING","0"
"60634-TV9X-A500","6002","STAMPING","0"
"C2326A","2006","COIL","0"
"LROOF","0042","RACK","0"
"MAC04734","2005","RACK","0"
"06102524AA","1030","PIA","0"
"IPS8444","2015","STAMPING","0"
"IPS9485","2015","STAMPING","0"
"BT43-7811318-AD","0031","STAMPING","0"
"IPA-R109A72-AB","0040","ASSEMBLY","0"
"CSL317L","0042","RACK","0"
"CSL317R","0042","RACK","0"
"10711105","8500","PIA","0"
"68037672AC-A","1030","STAMPING","0"
"68037680AB-A","1030","STAMPING","0"
"60631-TV9 -A001","6002","STAMPING","0"
"60633-TV9 -A001","6002","STAMPING","0"
"68037673AC-A","1030","STAMPING","0"
"68037681AB-A","1030","STAMPING","0"
"B1690D-B","0031","BLANK","0"
"C2824","2014","COIL","0"
"C2826","2014","COIL","0"
"94517174.001999","2014","STAMPING","0"
"CSL910L","0042","RACK","0"
"CSL910R","0042","RACK","0"
"CSL28","0042","RACK","0"
"CSL606L","0042","RACK","0"
"CSL606R","0042","RACK","0"
"C2868","6002","COIL","0"
"68240292AA","1033","STAMPING","0"
"68240293AA","1033","STAMPING","0"
"C2828","2014","COIL","0"
"06510500AA-A","1033","PIA","0"
"B2407A","1030","BLANK","0"
"C2894","1030","COIL","0"
"FH3LN00002","6002","RACK","0"
"B2402A-A","1030","BLANK","0"
"B2403A-A","1030","BLANK","0"
"06105206","","KARMAX","0"
"FT4B-R02668-AC","0040","STAMPING","0"
"FT4B-R02669-AC","0040","STAMPING","0"
"W700639-S403","0033","PIA","0"
"978/9SLV","DEF","RACK","0"
"W700639-S300","0033","PIA","0"
"0CS01840","DEF","RACK","0"
"0CS01839","DEF","RACK","0"
"C2904","1034","COIL","0"
"06510806AA-A","1033","PIA","0"
"06511754AA-A","1030","PIA","0"
"GMSUBRH","2014","RACK","0"
"GMSUBLH","2014","RACK","0"
"2628A/B","0022","PIA","0"
"C2870","1033","COIL","0"
"C2872","1033","COIL","0"
"C2944","1024","COIL","0"
"C2464A","1030","COIL","0"
"B2464A-A","1030","BLANK","0"
"B2465A-A","1030","BLANK","0"
"IPA-700-A","0028","ASSEMBLY","0"
"IPA-7A716-AB","0028","ASSEMBLY","0"
"IPA-710-AC","0028","ASSEMBLY","0"
"B2808A","0042","BLANK","0"
"G3GB-F101D06-LA","0043","STAMPING","0"
"C2928-TRL1","0043","COIL","0"
"G3GB-F101D07-LA","0043","STAMPING","0"
"G3GB-F10786-LA","0043","STAMPING","0"
"EXP3018B","1019","PIA","0"
"0SS12758","1024","RACK","0"
"0SS12759","1024","RACK","0"
"0SS12839","1024","RACK","0"
"C2314B","2010","COIL","0"
"RUSILRH","1033","RACK","0"
"RUSILLH","1033","RACK","0"
"C2922-TRL1","0043","COIL","0"
"C2924-TRL1","0043","COIL","0"
"C2926-TRL1","0043","COIL","0"
"C2908-TRL1","0043","COIL","0"
"C2916-TRL1","0043","COIL","0"
"C2918-TRL1","0043","COIL","0"
"0CS94659","1024","RACK","0"
"0CS94661","1024","RACK","0"
"B2754-A","0040","BLANK","0"
"B1523I-B","2005","BLANK","0"
"B1808B-B","1023","BLANK","0"
"C1808B","1023","COIL","0"
"B1522J-E","2008","BLANK","0"
"B1524G-C","2005","BLANK","0"
"C1524G","2005","COIL","0"
"C2346D","2012","COIL","0"
"IPS902AE-B","1030","STAMPING","0"
"IPS903AE-A","1030","STAMPING","0"
"FA1B-R502W45-AB","0042","PIA","0"
"G2GB-R10594-AB","0040","STAMPING","0"
"B2407A-DEV1","1030","BLANK","0"
"C1442C","1019","COIL","0"
"A.5","DEF","RACK","0"
"C2376A","1031","COIL","0"
"8A83-74106A94-AC","0033","PIA","0"
"8A83-7410784-AC","0033","PIA","0"
"ST39 PURPLE","1003","RACK","0"
"05112093AD-E","1030","STAMPING","0"
"G3GB-F106A58-AA","0043","PIA","0"
"DG93-F101B50-BA","0043","PIA","0"
"G3GB-F101B51-LA","0043","PIA","0"
"CDTUBESUBLH","0040","RACK","0"
"CDTUBESUBRH","0040","RACK","0"
"LTUBESUBLH","0040","RACK","0"
"CSL236","0042","RACK","0"
"EXP0894333","1019","RACK","0"
"HVC-740-16","1030","PIA","0"
"GT4Z-584120-A","0040","ASSEMBLY","0"
"68244422AF-A","1030","STAMPING","0"
"68244423AF-A","1030","STAMPING","0"
"W520782-S300","0043","PIA","0"
"06502481","1033","PIA","0"
"W520771-S300","0043","PIA","0"
"W711034-S300","0043","PIA","0"
"68227822AA-B","1033","STAMPING","0"
"68227823AA-B","1033","STAMPING","0"
"68240190AA-B","1033","STAMPING","0"
"68240191AA-B","1033","STAMPING","0"
"G3GB-5044-LA","0043","STAMPING","0"
"G3GB-5045-LA","0043","STAMPING","0"
"G3GB-F10250-AA","0043","STAMPING","0"
"G3GB-F10251-AA","0043","STAMPING","0"
"G3GB-F102B40-LA","0043","STAMPING","0"
"G3GB-F403F10-LA","0043","STAMPING","0"
"G3GB-5C250-AA","0043","STAMPING","0"
"G3GB-5C251-AA","0043","STAMPING","0"
"G3GB-F103B94-AA","0043","STAMPING","0"
"G3GB-F103B95-AA","0043","STAMPING","0"
"G3GB-F10530-LA","0043","STAMPING","0"
"G3GB-F10531-LA","0043","STAMPING","0"
"G3GB-F10584-LA","0043","STAMPING","0"
"G3GB-F10585-LA","0043","STAMPING","0"
"G3GB-F111A64-LA","0043","PIA","0"
"G3GB-F111A65-LA","0043","PIA","0"
"0CS94839","1033","RACK","0"
"0CS94840","1033","RACK","0"
"CDDPLRLH","0040","RACK","0"
"CDDPLRRH","0040","RACK","0"
"C2910","0043","COIL","0"
"C2922","0043","COIL","0"
"C2924","0043","COIL","0"
"68233985AA-B","1033","STAMPING","0"
"C2358A","2012","COIL","0"
"C2914","0043","COIL","0"
"C2920","0043","COIL","0"
"C2930","0043","COIL","0"
"06510817AA","1033","PIA","0"
"0CS95038","1033","RACK","0"
"0CS95056","1033","RACK","0"
"0CS95057","1033","RACK","0"
"IPA-0294AA-A","1033","ASSEMBLY","0"
"IPA-0295AA-A","1033","ASSEMBLY","0"
"IPA-3985AA-A","1033","ASSEMBLY","0"
"FT4B-R513A08-AF","0040","STAMPING","0"
"FT4B-R513A09-AF","0040","STAMPING","0"
"IPA-EA08-AB","0040","ASSEMBLY","0"
"IPA-EA09-AB","0040","ASSEMBLY","0"
"IPA-LA08-AC","0042","ASSEMBLY","0"
"IPA-LA09-AC","0042","ASSEMBLY","0"
"A5","DEF","RACK","0"
"FT4B-R278E26-AE","0040","PIA","0"
"FT4B-R278E27-AE","0040","PIA","0"
"UDPLRLH","0040","RACK","0"
"UDPLRRH","0040","RACK","0"
"G3GB-17E779-AB","0043","PIA","0"
"DG93-F47071-AA","0043","PIA","0"
"OFL686-7A","1030","BLANK","0"
"68222979AD-A","1027","STAMPING","0"
"68234004AA-C","1033","STAMPING","0"
"68234005AA-C","1033","STAMPING","0"
"68238251AA-C","1033","STAMPING","0"
"68252586AA-C","1033","PIA","0"
"0CS94953","1033","RACK","0"
"0CS94954","1033","RACK","0"
"C2926-TRL2","0043","COIL","0"
"CD3FLR","0039","RACK","0"
"CD3RAILLH","0039","RACK","0"
"CD3RAILRH","0039","RACK","0"
"B2490-A","0029","BLANK","0"
"B2508-A","2014","BLANK","0"
"B2722-A","0040","BLANK","0"
"B2944-B","1024","BLANK","0"
"FT4B-R204A40-AE","0039","PIA","0"
"FT4B-R204A41-AE","0039","PIA","0"
"B2260-A","0036","BLANK","0"
"B2088A-A","0033","BLANK","0"
"B2094B-C","0033","BLANK","0"
"B2096C-B","0033","BLANK","0"
"C2892","1033","COIL","0"
"F2GB-R111A64-AB","0040","STAMPING","0"
"F2GB-R111A65-AC","0040","STAMPING","0"
"G3GB-F10780-LB","0043","STAMPING","0"
"FA1B-R412A00-AD","0042","STAMPING","0"
"FA1B-R412A01-AD","0042","STAMPING","0"
"B2896","1033","BLANK","0"
"C2874","1033","COIL","0"
"C2876","1033","COIL","0"
"C2878","1033","COIL","0"
"C2896","1033","COIL","0"
"C2898","1033","COIL","0"
"C2976-TRL1","0042","COIL","0"
"23291530","2019","STAMPING","0"
"23349269","2019","STAMPING","0"
"C2984-TRL1","2019","COIL","0"
"23349261","2019","STAMPING","0"
"23349262","2019","STAMPING","0"
"23349267","2019","STAMPING","0"
"23349268","2019","STAMPING","0"
"C2982-TRL1","2019","COIL","0"
"22977907","2019","STAMPING","0"
"C2532A","2014","COIL","0"
"C2534A","2014","COIL","0"
"C2536A","2014","COIL","0"
"C2538A","2014","COIL","0"
"C2336B","2014","COIL","0"
"C2334B","2006","COIL","0"
"B2532A-A","2014","BLANK","0"
"G3GB-17F772-AB","0043","PIA","0"
"11546843","2019","PIA","0"
"11588668","3500","PIA","0"
"23469152","2019","PIA","0"
"B2830-A","0042","BLANK","0"
"LROOF SUB RACK","0042","RACK","0"
"C2882","1033","COIL","0"
"C2886","1033","COIL","0"
"C2888","1033","COIL","0"
"C2890","1033","COIL","0"
"68238412AA-A","1033","STAMPING","0"
"FA1B-R03430-AD","0042","STAMPING","0"
"FA1B-R03431-AD","0042","STAMPING","0"
"IPS5142AF-C","1030","PIA","0"
"IPS5143AF-C","1030","PIA","0"
"68238413AA-A","1033","STAMPING","0"
"68227638AB-A","1033","STAMPING","0"
"68227639AB-A","1033","STAMPING","0"
"68238250AA-D","1033","STAMPING","0"
"FORMAT ST26","1005","RACK","0"
"C2908-TRL2","0043","COIL","0"
"C2916-TRL2","0043","COIL","0"
"C2924-TRL2","0043","COIL","0"
"C2940-TRL1","0043","COIL","0"
"C2940-TRL2","0043","COIL","0"
"C2922-TRL2","0043","COIL","0"
"C1824B","0031","COIL","0"
"FA1B-R42943-AD","0042","STAMPING","0"
"IPA-L943-AC","0040","ASSEMBLY","0"
"FA1B-R02524-AE","0042","STAMPING","0"
"FA1B-R02525-AE","0042","STAMPING","0"
"CL74","0043","RACK","0"
"B2098B-C","0033","BLANK","0"
"C2992","0042","COIL","0"
"F2GB-R103B65-AC","0040","STAMPING","0"
"IPA-R103B64-AD","0040","ASSEMBLY","0"
"IPA-R103B65-AC","0040","ASSEMBLY","0"
"B2756A","0040","BLANK","0"
"C2756A","0040","COIL","0"
"C2928-TRL2","0043","COIL","0"
"MAC25100","2019","RACK","0"
"G3GB-5E080-LB","0043","PIA","0"
"FA1B-R278E27-AF","0042","PIA","0"
"68227820AA-C","1033","STAMPING","0"
"68227821AA-C","1033","STAMPING","0"
"68238410AA-C","1033","STAMPING","0"
"68238411AA-C","1033","STAMPING","0"
"68227958AA-D","1033","STAMPING","0"
"68227959AA-D","1033","STAMPING","0"
"IPS-F106A65-LA","0043","STAMPING","0"
"9982285","DEF","PIA","0"
"9985800","DEF","PIA","0"
"IPA-CD43A99-LA","0043","ASSEMBLY","0"
"C2940-TRL3","0043","COIL","0"
"RUSUBLH","1033","RACK","0"
"RUSUBRH","1033","RACK","0"
"B2801-A","0042","BLANK","0"
"B2782A","0040","BLANK","0"
"B2783A","0040","BLANK","0"
"C2782A","0040","COIL","0"
"GMSUNROOF","2019","RACK","0"
"C2984-TRL2","2019","COIL","0"
"C2976-TRL2","0042","COIL","0"
"C2978-TRL2","0042","COIL","0"
"C2982-TRL2","2019","COIL","0"
"B2912A","0043","BLANK","0"
"B2913A","0043","BLANK","0"
"DB-4265-BW-CON","DEF","PIA","0"
"B1754A-B","1023","BLANK","0"
"FT4B-R02524-AC","0040","STAMPING","0"
"FT4B-R02525-AC","0040","STAMPING","0"
"F2GB-R10522-AC","0040","STAMPING","0"
"F2GB-R10523-AC","0040","STAMPING","0"
"F2GB-R103B94-AB","0040","STAMPING","0"
"G3GB-F103B56-LB","0043","PIA","0"
"G3GB-F103B57-LB","0043","PIA","0"
"FU5A-9647076-AA","0043","PIA","0"
"00061598","2019","RACK","0"
"FA1B-R204A40-AF","0042","PIA","0"
"22977900AP","2019","ASSEMBLY","0"
"23291528AP","2019","ASSEMBLY","0"
"23291529AP","2019","ASSEMBLY","0"
"FA1B-R204A41-AF","0042","PIA","0"
"G3GB-F102B41-LD","0043","STAMPING","0"
"FT4B-R513D04-AC","0040","PIA","0"
"FT4B-R513D05-AC","0040","PIA","0"
"DB-4265-C-CON","DEF","PIA","0"
"F2GB-R101C12-AB","0040","STAMPING","0"
"F2GB-R101C13-AC","0040","STAMPING","0"
"IPA-R61238-AB","0040","ASSEMBLY","0"
"8A83-7410700-SERV","0033","STAMPING","0"
"8A83-74108B24-SERV","0033","STAMPING","0"
"AE93-7410700-SERV","0036","STAMPING","0"
"AE93-74108B24-SERV","0033","PIA","0"
"GM RAIL DUNNAGE","DEF","RACK","0"
"TREE","DEF","RACK","0"
"C2460-TRL2","1030","COIL","0"
"C2648-TRL3","0039","COIL","0"
"G3GB-F11160-LF","0043","STAMPING","0"
"C2744A","0040","COIL","0"
"MAC25101","2019","RACK","0"
"MAC28071","2019","RACK","0"
"MAC28611","2019","RACK","0"
"MAC28612","2019","RACK","0"
"G3GZ-F54106A94-B","0043","STAMPING","0"
"F2GB-R103B95-TDM","0040","STAMPING","0"
"C2326B","2006","COIL","0"
"C2340A","2012","COIL","0"
"B2862A","1030","BLANK","0"
"B2863A","1030","BLANK","0"
"C2862A","1030","COIL","0"
"G3GZ-54106A95-A","0043","STAMPING","0"
"L&L KNOCK DOWN BIN","1033","RACK","0"
"FT4B-R42942-AN","0040","STAMPING","0"
"FT4B-R42943-AP","0040","STAMPING","0"
"IPA-X942-AN","0040","ASSEMBLY","0"
"IPA-X943-AP","0040","ASSEMBLY","0"
"GT4B-R513D02-AF","0040","STAMPING","0"
"GT4B-R513D03-AF","0040","STAMPING","0"
"IPA-XD02-AF","0040","ASSEMBLY","0"
"IPA-XD03-AF","0040","ASSEMBLY","0"
"38538AA","1028","STAMPING","0"
"C2774A","0040","COIL","0"
"F2GB-R107K01-AB","0040","STAMPING","0"
"B2774A-B","0040","BLANK","0"
"95040641.003999","2014","STAMPING","0"
"95465850.002999","2014","STAMPING","0"
"96901515.005999","2014","STAMPING","0"
"96901581.007999","2014","STAMPING","0"
"96901582.007999","2014","STAMPING","0"
"96901877.006999","2014","STAMPING","0"
"96901878.006999","2014","STAMPING","0"
"96953023.006999","2014","STAMPING","0"
"C2400A","1030","COIL","0"
"C2416B","1030","COIL","0"
"C2452A","1030","COIL","0"
"C2460A","1030","COIL","0"
"C2880A","1033","COIL","0"
"HA1B-R42942-AA","0042","STAMPING","0"
"IPA-H942-AA","0040","ASSEMBLY","0"
"G3GB-5E081-LC","0043","PIA","0"
"C1580A","1019","COIL","0"
"XS41-A16A681-A","0040","PIA","0"
"C2764A","0040","COIL","0"
"68037768AG-A","1030","STAMPING","0"
"68037769AG-A","1030","STAMPING","0"
"06512350AA","1035","PIA","0"
"C3026-TRL1","1035","COIL","0"
"B1532C-B","2008","BLANK","0"
"B1533C-B","2008","BLANK","0"
"C1532C","2008","COIL","0"
"MAC30408","2019","RACK","0"
"84105727","2019","STAMPING","0"
"68320398AA-A","1030","ASSEMBLY","0"
"68275470AA-A","1030","PIA","0"
"68275471AA-A","1030","PIA","0"
"C3026","1035","COIL","0"
"B3020","1035","BLANK","0"
"B3021","1035","BLANK","0"
"C3020","1035","COIL","0"
"C2568B","2014","COIL","0"
"C3050-TRL1","1035","COIL","0"
"C2990","2019","COIL","0"
"C2986","2008","COIL","0"
"B3002","2019","BLANK","0"
"C3002","2019","COIL","0"
"C3004","2019","COIL","0"
"GMROOF","2019","RACK","0"
"68253058AC-A","1030","STAMPING","0"
"68253059AC-A","1030","STAMPING","0"
"68253060AC-A","1030","ASSEMBLY","0"
"68253061AC-A","1030","ASSEMBLY","0"
"FA1B-R278E26-AF","0042","PIA","0"
"C1112D","0013","COIL","0"
"95057218.002999","2014","STAMPING","0"
"06512100AA","1035","PIA","0"
"B2396A","1030","BLANK","0"
"B2764A-D","0040","BLANK","0"
"C2880A-DEV1","1033","COIL","0"
"C3064-TRL1","1035","COIL","0"
"VERSILOK 271","1035","PIA","0"
"VERSILOK 331","1035","PIA","0"
"06510818AA","1035","PIA","0"
"CD3SERVFLR","0039","RACK","0"
"L1MB-S10784-AA","0047","STAMPING","342000"
"L1MB-S10785-AA","0047","STAMPING","342000"
"C3068","0047","COIL","342000"
"C3058","0047","COIL","342000"
"C3060","0047","COIL","342000"
"C3070","0047","COIL","342000"
"MS-CD 473A-26G","1035","PIA","0"
"RHJLSIL","1035","RACK","0"
"LHJLSIL","1035","RACK","0"
"JLWINDINR","1035","RACK","0"
"06102588AA","1036","PIA","0"
"06511442AA","1036","PIA","0"
"0CS95285","1035","RACK","0"
"0CS95276","1035","RACK","0"
"0CS95284","1035","RACK","0"
"C2750B","0040","COIL","0"
"F2GB-5E080-AB","0040","STAMPING","0"
"F2GB-5E081-AB","0040","STAMPING","0"
"C3064","1035","COIL","0"
"C3066-TRL1","1035","COIL","0"
"0CS95462","1035","RACK","0"
"C2624A","0039","COIL","0"
"68037699AD-A","1030","STAMPING","0"
"0CS95470","1035","RACK","0"
"0CS95471","1035","RACK","0"
"0CS95472","1035","RACK","0"
"0CS95473","1035","RACK","0"
"L&L KD BIN","1035","RACK","0"
"68308930AA-B","1035","PIA","0"
"68308931AA-B","1035","PIA","0"
"C2092A-TRL1","0033","COIL","0"
"C2906-DEV3","0043","COIL","0"
"G3GB-F10126-LG","0043","STAMPING","0"
"G3GB-F10127-LH","0043","STAMPING","0"
"B2478A-A","8501","BLANK","0"
"C2478A","8501","COIL","0"
"C2480A","8501","COIL","0"
"0CS95268","1035","RACK","0"
"0CS95460","1035","RACK","0"
"0CS95461","1035","RACK","0"
"C2484A","8500","COIL","0"
"C2486A","8500","COIL","0"
"IPS-F10273-AB","0039","STAMPING","0"
"IPS-F10274-AB","0039","STAMPING","0"
"C2850-TRL2","6002","COIL","0"
"68280993AA-C","1035","STAMPING","0"
"C2884A","1033","COIL","0"
"JLFRTHDRUPR","1035","RACK","0"
"22772954","2019","PIA","0"
"IPS-158","2019","STAMPING","0"
"IPS-165","2019","STAMPING","0"
"IPS-168","2019","STAMPING","0"
"IPS-170","2019","STAMPING","0"
"IPS-171","2019","STAMPING","0"
"IPS-180","2019","STAMPING","0"
"IPS-181","2019","STAMPING","0"
"IPS-396","2019","STAMPING","0"
"IPS-397","2019","STAMPING","0"
"IPS-510","2019","STAMPING","0"
"IPS-560","2019","STAMPING","0"
"IPS-675","2019","STAMPING","0"
"IPS-676","2019","STAMPING","0"
"IPS-677","2019","STAMPING","0"
"IPS-678","2019","STAMPING","0"
"IPA-5845","2007","ASSEMBLY","0"
"MS-CD 457A-52G","1021","PIA","0"
"JLWINDOTR","1035","RACK","0"
"0CS95594","1027","RACK","0"
"0CS95595","1027","RACK","0"
"C3042","1035","COIL","0"
"B3036","1035","BLANK","0"
"B3037","1035","BLANK","0"
"C3036","1035","COIL","0"
"C3038","1035","COIL","0"
"B2706A-C","0040","BLANK","0"
"C2706A","0040","COIL","0"
"FT4B-R27944-AK","0040","STAMPING","0"
"C3052-TRL3","1035","COIL","0"
"K2GB-5A205-A","0039","PIA","0"
"K2GB-17C915-AA","0040","STAMPING","0"
"K2GB-17C916-AA","0040","STAMPING","0"
"IPS-154","0031","STAMPING","0"
"IPS-155","0031","STAMPING","0"
"C3046","1035","COIL","0"
"C3048","1035","COIL","0"
"C2760-DEV1","0040","COIL","0"
"C2940-DEV1","0043","COIL","0"
"L&L KDB","1033","RACK","0"
"0CC01040","1035","RACK","0"
"68227630AC-A","1033","STAMPING","0"
"68227631AA-F","1033","STAMPING","0"
"B2800A-A","0042","BLANK","0"
"B2801A-A","0042","BLANK","0"
"C2800A","0042","COIL","0"
"06510818AA-K","1035","PIA","0"
"06511318AA-K","1035","PIA","0"
"B2224B-B","2007","BLANK","0"
"C2224B","2007","COIL","0"
"0CS95854","1027","RACK","0"
"B2930-A","0043","BLANK","0"
"IPS-8069AD","2011","STAMPING","0"
"IPS-38221AB","1028","STAMPING","0"
"IPS-38222AB","1028","STAMPING","0"
"IPS-7224AD","2011","STAMPING","0"
"IPS-7249AD","2011","STAMPING","0"
"IPS-8138AF","2011","STAMPING","0"
"IPS38221AB","1028","STAMPING","0"
"IPS38222AB","1028","STAMPING","0"
"C3076","0047","COIL","342000"
"L1MB-S101A16-AA","0047","STAMPING","342000"
"L1MB-S101A17-AA","0047","STAMPING","342000"
"C3084","1036","COIL","0"
"C3090","1036","COIL","0"
"C3092","1036","COIL","0"
"0CS95648","1036","RACK","0"
"0CS95649","1036","RACK","0"
"0CS95650","1036","RACK","0"
"0CS95651","1036","RACK","0"
